Estado;Município;Unidade de Saúde;Endereço;Contato;CNES
Maranhão;Governador Nunes Freire;Hospital Municipal Governador Nunes Freire;Rua do Comércio, 1410 - Centro;Indisponível;2457121
Maranhão;Governador Luis Rocha;Hospital Municipal Pedro Ferreira Calado;Praça Presidente Jucelino;Indisponível;2460564
Maranhão;Gonçalves Dias;Hospital Municipal Dr Luís Gonzaga Martins;Rua Santa Terezinha;(99) 3562-1923;2461765
Maranhão;Graça Aranha;Hospital Pedro Carvalho de Sousa;Rua Tiradentes;Indisponível;2452855
Maranhão;Humberto de Campos;Hospital Municipal Elda Rieiro Fonseca;Travessa do Campo, S/N - Centro;(98) 99141-7023;2462095
Maranhão;Imperatriz;Hospital Municipal de Imperatriz (Socorrão);Rua Benedito Leite, 861 - Centro;(99) 99180-1027;2456672
Maranhão;Imperatriz;UPA de Imperatriz;Av. Bernardo Sayao, 2640 - Nov. Imperatriz;(99) 98225-0114;6929583
Maranhão;Itapecuru Mirim;Hospital Regional Adélia Matos Fonseca;Rua Humberto de Campos, S/N - Centro;(98) 99111-5963;2530236
Maranhão;Itaipava do Grajaú;Hospital Municipal Raimundo Rodrigues Serqueira;Av. Guajajara, S/N - Centro;Indisponível;7354606
Maranhão;Igarapé do Meio;Hospital Municipal Igarapé do Meio;Av. Nagib Haikel, 222 - Centro;Indisponível;2450631
Maranhão;Igarapé Grande;Hospital Expedito Lopes Galvão;Centro, 100;(99) 99160-0827;2811278
Maranhão;Itinga do Maranhão;Hospital Municipal de Itinga do Maranhao;Av. das Castanheiras, 250 - Centro;(99) 99135-7560;2646439
Maranhão;Jatobá;Hospital Municipal;Conjunto Elias Lima;Indisponível;7006438
Maranhão;Jenipapo dos Vieiras;Hospital Municipal Maria Vieira Oliveira;MA 328, S/N;(99) 98446-8914;7354568
Maranhão;Lajeado Novo;Complexo de Saúde Dr. Sousa Neto;Av. Moises Bandeira, S/N - Centro;Indisponível;2645203
Maranhão;Lago do Junco;Hospital Alcy Alves Arruda;Rua São Pedro;(99) 3634-1143;2307707
Maranhão;Lago dos Rodrigues;Hospital Raimundo Joaquim de Sousa;Avenida Francisco Tomé;Indisponível;2901110
Maranhão;Lagoa do Mato;Unidade Mista de Saúde de Lagoa do Mato;Rua São Francisco;(99) 3492-1140;7869878
Maranhão;Lago da Pedra;Hospital Municipal Professor Serra de Castro;Rua Senador Vitorino Freire, 001 - Centro;(99) 99120-9631;2696029
Maranhão;Lagoa Grande do Maranhão;Hospital Municipal José Vieira de Melo;Avenida 01 de Maio;Indisponível;7982291
Maranhão;Lima Campos;Hospital Municipal Lima Campos;Avenida 15 de Janeiro, S/N - Centro;Indisponível;2656159
Maranhão;Loreto;Unidade Mista Nanu Costa;Av. Rio Balsas, S/N - Bairro Santa FÉ;(99) 98105-7644;2646633
Maranhão;Magalhães de Almeida;Hospital de Magalhães de Almeida;Rodoviária MA 110 KM 01, S/N - Centro;Indisponível;2309513
Maranhão;Matões;Hospital Municipal Divino Espírito Santo;Rua 15 de Novembro, S/N - Centro;(99) 98816-3597;2702703
Maranhão;Mata Roma;Hospital Municipal Thalles Ribeiro Gonçalves;Av. Raimundo Vieira de Almeida, S/N - Centro;Indisponível;2460017
Maranhão;Matinha;Hospital Municipal Dr Afonso Matos;MA 014, S/N - Centro;Indisponível;2461005
Maranhão;Marajá do Sena;Unidade Básica Afonso Cordeiro;Av. Deputado Raimundo Leal, s/n - Centro;Indisponível;2462869
Maranhão;Milagres do Maranhão;Hospital Municipal Cel. Francisco Domingos Lopes;Rua Macatrão, S/N - Centro;Indisponível;2311356
Maranhão;Mirador;Hospital Municipal Raimundo Borba Galvão;Av. Central, S/N - Muricoca;(99) 9987-2393;2461838
Maranhão;Morros;Hospital Regional de Morros;Av. Principal, Bairro do Coelho, S/N;(98) 98755-6753;6871747
Maranhão;Montes Altos;Hospital Casa Alivio do Sofrimento;Praça de Santana;Indisponível;2702681
Maranhão;Monção;Hospital Regional de Monção;Rua da Jaqueira;Indisponível;7321252
Maranhão;Nina Rodrigues;Hospital Municipal Prefeita Madalena Braga;Av. Diortinio Sampaio de Castro, S/N - Centro;(98) 3465-1274;2655918
Maranhão;Nova Colinas;Unidade Mista Casa de Saude Nossa Senhora Santana;Praça Nossa Senhora Santana - Centro;(99) 98213-5211;2655837
Maranhão;Olinda Nova do Maranhão;Centro de Saúde Candida Silva Rego;Av. José Sarney, S/N - Centro;Indisponível;2645424
Maranhão;Paço do Lumiar;Hospital Municipal Cristino Ananias de Oseas da Mota Cutrim;Centro;(98) 3359-2205;3028593
Maranhão;Passagem Franca;Hospital Municipal Prefeito Afonso Costa;Rua 15 de novembro, 10 - Centro;Indisponível;2613751
Maranhão;Paulino Neves;Hospital José Ferreira dos Reis;MA 315;Indisponível;6847579
Maranhão;Palmeirândia;Hospital Municipal Padre Bento Dominici;Av. Fernando Viana;Indisponível;7496788
Maranhão;Parnarama;Hospital Municipal São Domingos;Av. Vitorino Freire, S/N;(99) 98410-6346;2454750
Maranhão;Paraibano;Unidade Basica de Saúde Darcy Furtado;Rua Trancredo Neves, S/N - Vila Aparecida;Indisponível;2682826
Maranhão;Pastos Bons;Hospital Municipal Dr. Theoplistes Teixeira Filho;Praça Gonçalves Dias, S/N - Centro;(99) 98824-4758;2458470
Maranhão;Pedreiras;Hospital Municipal Geral e Maternidade de Pedreiras;Av. Rio Branco, 732 - Centro;(99) 98153-0049;2452952
Maranhão;Pedro do Rosário;Hospital Pedro Cunha Mendes;Av. Pedro Cunha Mendes, S/N - Centro;Indisponível;2464268
Maranhão;Peritoró;Hospital Regional de Peritoró;Av. da Rodoviária BR 316, S/N - Centro;(99) 98163-3111;7077378
Maranhão;Penalva;Hospital Municipal Jesus de Nazaré;Rua Satu Bello, S/N - Centro;(98) 98460-8616;2454947
Maranhão;Presidente Juscelino;Hospital Municipal Santo Antonio;Rua Elpídio Silvino Alves, S/N - Centro;(98) 98913-5813;2307049
Maranhão;Pindaré-Mirim;Hospital e Maternidade José Sarney;AV ELIAS HAICKEL;(98) 3654-2629;2461285
Maranhão;Pio XII;Hospital Municipal de Pio XII;Rua Juscelino Kubstchek, S/N - Centro;(98) 99126-9123;2451425
Maranhão;Presidente Dutra;Hosp. Macrorregional de Urgência e Emergência de Presidente Dutra (SOCORRÃO);Rua Honorato Gomes, S/N - Centro;(98) 99146-5915;6483089
Maranhão;Presidente Vargas;Hospital Municipal Carlos Vidal da Silva;Av. Pio XII, S/N - Centro;(98) 98467-1206;2655969
Maranhão;Pinheiro;Hospital Reginal Dr Antenor Abreu;Maria Pinheiro Paiva, S/N - Aantigo Aeroporto;(98) 98558-5869;2310511
Maranhão;Pirapemas;Hospital Geral Gertrudes Melo Martins;Rua Newton Belo, S/N - Centro;(98) 3466-1115;2702711
Maranhão;Poção de Pedras;Hospital Municipal Agostinho Cruz Marques;Rua Manoel Maximo, 104 - Centro;(99) 98442-0827;2308061
Maranhão;Porto Franco;Hospital e Maternidade Aderson Marinho;Rua Marechal Hermes, S/N - Centro;(99) 3571-2600;2307154
Maranhão;Porto Rico do Maranhão;Unidade Mista Onias Santos Pinheiro;Av. Lucimar Correa Mendes, 13 - PQ Betel;(98) 3404-1110;2464225
Maranhão;Riachão;Hospital Municipal de Riachão;Rua Coelho Parede;(99) 3531-0933;2460963
Maranhão;Rosário;Hospital Municipal de Rosário;Av. Eurico Macedo, S/N - Centro;(98) 98258-4093;2646358
Maranhão;Satubinha;Hospital Municipal Antonio Rocha Martins;Rua Cesario Fhad, 530 - Centro;(98) 98459-6128;2531836
Maranhão;Santa Inês;Hospital Municipal Santa Inês;Av. Marechal Castelo Branco, 2818 - Laranjeira;(98) 99904-0406;2772299
Maranhão;Santa Helena;Hospital Santa Helena;Travessa Manoel Pavão Dias;Indisponível;6463045
Maranhão;Santa Luzia;Hospital Municipal Pedro dos Reis Fernandes;Av. Nagib Haickel, S/N - Centro;(98) 98115-8648;2459477
Maranhão;Santa Quitéria do Maranhão;Hospital Municipal Dr. Zeca Moreira;Av Hermelinda Pedrosa, S/N - Centro;(98) 98840-5586;2465655
Maranhão;Santana do Maranhão;Hospital Antonia Valentim Gomes;Av. Governadora Roseana Sarney;Indisponível;7401655
Maranhão;São Bento;Hospital Municipal São Bento;Rua Felipe Conduru, S/N - Centro;(98) 3381-1815;2460831
Maranhão;São Bernardo;Hospital Municipal Felipe Jorge;Av 034 KM 03, S/N - Abreu;(98) 98563-9958;2451565
Maranhão;São Luís;Hospital de Urgência e Emergência Dr. Clementino Moura (Socorrão II);Avenida Tancredo Neves (Estrada da Mata), 3685;(98) 3212-2701;2308800
Maranhão;São Luís;Hospital Municipal Djalma Marques (Socorrão 1);Rua do Passeio, S/N - Centro;(98) 3212-8340;2308762
Maranhão;São Félix de Balsas;Hospital Municipal de São Felix de Balsas;Av. Senador Alexandre Costa, S/N - Centro;(99) 98832-9647;2463946
Maranhão;São Francisco do Maranhão;Hospital Municipal Dr Luiz Gonzaga Martins;Rua Hermes Viana, S/N - Centro;(86) 99968-2668;2457512
Maranhão;São Pedro da Água Branca;Hospital Municipal de São Pedro da Agua Branca;Rua do SESP, 01 - Centro;(99) 98439-9483;2646366
Maranhão;São Raimundo das Mangabeiras;Unidade de Saude de São Raimundo Nonato;Rua Tenente Rosa, S/N - Centro;(99) 3547-8822;2646617
Maranhão;São Mateus do Maranhão;Hospital Municipal de São Mateus;Av. Rodoviaria, S/N - Centro;Indisponível;2646544
Maranhão;São Domingos do Maranhão;Hospital Municipal Dr Carlos Macieira;Travessa 22 de abril;Indisponível;2461277
Maranhão;São José dos Basílios;Hospital Geral de Saúde Luis Ferreira de Sousa;Travessa Odilon, s/n - Centro;Indisponível;2457342
Maranhão;São Benedito do Rio Preto;Hospital Municipal Cassiana Sousa Magalhaes;Rua 25 de Maço, S/N - Centro;(98) 98535-6243;8013659
Maranhão;São João dos Patos;Hospital Regional Celso Rocha Santos;Rua Joaquim Tavora, S/N - Cajazeiras;(99) 93551-2384;2457156
Maranhão;Pedro do Rosário;Hospital Amancio Coutinho;Rua Antonio Felizmino;Indisponível;7628749
Maranhão;São João do Caru;Hospital Municipal de São João do Caru;Rua do Comércio;Indisponível;2465108
Maranhão;São João Batista;Hospital Geral José Maria dos Santos Jacinto;Rua Cristovão Cavalcante, S/N - Centro;(98) 98476-0611;2460432
Maranhão;São Domingos do Azeitão;Hospital Municipal Rita Frca dos Santos Mãe Rita;Rua da Assembleia, 10 - Centro;Indisponível;2465027
Maranhão;São João do Paraíso;Hospital Municipal Joca Chaves;Rua 25 de Dezembro;Indisponível;7597843
Maranhão;São Vicente Ferrer;Hospital Agostinho dos Santos Jacinto;Av. Getulio Vargas, S/N - Centro;(98) 98117-6713;2450453
Maranhão;Senador Alexandre Costa;Hospital Municipal Maria José Machado;Rua Conego Aderson, S/N - Centro;(99) 98481-2163;2461625
Maranhão;Sítio Novo;Hospital Municipal Frei Alberto Beretta;Rua Ana Gomes Diniz, S/N - Loteamento Leotino;(99) 98159-8700;2646595
Maranhão;Sucupira do Norte;Hospital Municipal Augusto de Sousa Milhomem;Rua Nova, 123 - Centro;(99) 99202-3225;2655896
Maranhão;Sucupira do Riachão;Hospital Mestre Alberto Leite de Sousa;Rua Lagoa do Mato, S/N - Centro;(99) 3553-1010;7006462
Maranhão;Tasso Fragoso;Hospital Irma Maria Paes Tavares;Rua Sol Nascente, S/N - Bairro São José;(99) 98191-1240;2646471
Maranhão;Timbiras;Hospital Geral de Timbiras;Rua da Mangueira, S/N - Anjo da Guarda;(99) 98156-5777;7202253
Maranhão;Timon;UPA Timon;Rua São Sebastião, S/N - Santo Antonio;Indisponível;6928331
Maranhão;Timon;Hospital Dr Jose Firmino de Sousa;Rua 10, S/N - Parque Alvorada;(99) 3212-9203;2451999
Maranhão;Tutóia;Hospital Municipal Lucas Veras;Rua Celso Veras, 20 - Centro;(98) 98828-6421;2462214
Maranhão;Turiaçu;Hospital Municipal de Turiaçu;Av. Santos Dumont, S/N - Santa Terezinha;Indisponível;2462184
Maranhão;Tuntum;Hospital das Clínicas do Município de Tuntum;Rua 15 de Novembro, 318 - Centro;(99) 99149-1403;6553567
Maranhão;Tufilândia;Hospital Municipal de Tufilandia Santa Terezinha;Rua das Orquídeas, S/N - Bairro Novo;(98) 98866-5989;7247583
Maranhão;Urbano Santos;Hospital Municipal Edir Melo;Rua do Sol, S/N - Centro;(98) 3461-1824;2464454
Maranhão;Vargem Grande;Hospital Municipal Benito Mussoline de Sousa;Praça da Bandeira, 008 - Centro;(98) 99153-2509;2459620
Maranhão;Vila Nova dos Martírios;Hospital e Maternidade Nossa Senhora da Penha;Rua Presidente Mendes, S/N - Centro;Indisponível;2457571
Maranhão;Vitória do Mearim;Centro de Saúde João Firmino Vaz;Rua da Caixa;Indisponível;2455714
Maranhão;Vitorino Freire;Hospital Municipal Dr Francisco Ribeiro Dr Chicão;Rua Eugênio Barros;Indisponível;2530473
Maranhão;Viana;Hospital Regional Antonio Hadade;Rua Antonio Lopes, 883 - Centro;(98) 3351-1321;2454475
Maranhão;Zé Doca;Hospital Muncipal SESP;Praça da Metereologia, 465 - Vila Barroso;(98) 98123-4095;2465469
Mato Grosso do Sul;Água Clara;Hospital Municipal N. Senhora Aparecida;Rua Francisco Vieira, 17 - Nova Água Clara;(67) 3239-2664;2371618
Mato Grosso do Sul;Alcinópolis;Hospital Averaldo Fernandes Barbosa;Avenida Averaldo Fernandes Barbosa, 970 - Centro;(67) 3260-1391;7173113
Mato Grosso do Sul;Amambai;Hospital Regional de Amambaí;Rua José Luis Sampaio Ferraz, 1137 - Centro;(67) 3481-1845;2558459
Mato Grosso do Sul;Anaurilândia;Hospital Sagrado Coração de Jesus;Rua São João Calábra, 1044 - Centro;(67) 3445-1140;2376652
Mato Grosso do Sul;Angélica;Unidade Mista de Saúde de Angélica;Avenida Mário Carrato, 1575 - Portal do Sol;(67) 3446-1606;7192657
Mato Grosso do Sul;Antônio João;Hospital Municipal Dr. Altair de Oliveira;Rua Verônica Oliveira Vieira, 540 - Vila Nova;(67) 3435-1222;2376806
Mato Grosso do Sul;Aparecida do Taboado;Fundação Hospitalar Enfermeiro Pedro Francisco Soares;Rua Duque de Caxias, 3460 - Vila Barbosa;(67) 3565-1777;7456530
Mato Grosso do Sul;Aquidauana;Hospital da Cidade;Rua Manoel Antônio Paes Barros, 1424 - Guanandy;(67) 3241-3636;2659417
Mato Grosso do Sul;Aral Moreira;Hosp. e Maternidade Santa Luzia;Avenida Mato Grosso do Sul, 270 - Centro;(67) 3488-1133;2558300
Mato Grosso do Sul;Bandeirantes;Unidade Mista João Carneiro de Mendonça;Rua Afonso Pena, s/n - Centro;(67) 3261-1212;2371138
Mato Grosso do Sul;Bataguassu;Santa Casa de Bataguassu;Avenida Dias Barroso, 220 - Centro;(67) 3541-3372;2371782
Mato Grosso do Sul;Bela Vista;Hospital São Vicente de Paula;Rua Aldemar Soares Rocha, 616 - Centro;(67) 3439-1222;2376458
Mato Grosso do Sul;Bodoquena;Hospital Municipal Francisco Sales;Rua José Manoel Ferreira, 120 - Vila Planalto;(67) 3268-1225;2375990
Mato Grosso do Sul;Bonito;Hospital João Bigaton;Rua São Pedro Apóstolo, 201 - Jardim Andreia;(67) 3255-3455;2376474
Mato Grosso do Sul;Brasilândia;Hospital Júlio Maia;Rua Hélio Martines Jr., 1060 - Centro;(67) 3546-1295;2371065
Mato Grosso do Sul;Caarapó;Hospital São Mateus;Avenida XV de Novembro, 566 - Centro;(67) 3453-2500;2376091
Mato Grosso do Sul;Camapuã;Sociedade de Proteção Mat. e Infância de Camapuã;Rua dos Jesuítas, 594 - Centro;(67) 3286-1222;2536587
Mato Grosso do Sul;Campo Grande;Hosp Regional de Mato Grosso do Sul (HRMS);Rua Eng. Luthero Lopes, 36 - Aero Rancho V;(67) 3378-2500;0009725
Mato Grosso do Sul;Caracol;Hospital Beneficente Rita Antônia Maciel Godoy;Rua Baldomero Coenga, 474 - Centro;(67) 3495-1376;2599996
Mato Grosso do Sul;Cassilândia;Santa Casa de Cassilândia;Rua Pedro Pereira Almeida, 391 - Centro;(67) 3562-1154;2375680
Mato Grosso do Sul;Chapadão do Sul;Hospital Municipal de Chapadão do Sul;Avenida 16, 1084 - Centro;(67) 2536-293;2536293
Mato Grosso do Sul;Coronel Sapucaia;Hosp. Mun. Aparecido Vidal Garcia;Rua Luís Soligo, s/n - Jardim do Lago;(67) 3483-1086;2376776
Mato Grosso do Sul;Corumbá;Santa Casa de Corumbá;Rua XV de Novembro, 854 - Centro;(67) 3231-2441;2376334
Mato Grosso do Sul;Costa Rica;Fundação Hospitalar de Costa Rica;Avenida José Ferreira da Costa, 2222 - Centro;(67) 3247-6600;2375826
Mato Grosso do Sul;Coxim;Santa Casa de Coxim;Avenida Virgínia Ferreira, 2415 - Flávio Garcia;(67) 3291-3580;2752557
Mato Grosso do Sul;Dois Irmãos do Buriti;Unidade Mista de Dois Irmãos do Buriti;Rua Tomas Trindade, 680 - Centro;(67) 3243-1248;2375966
Mato Grosso do Sul;Dourados;Hospital da Vida;Rua Toshinobu Katayama, 949 - Jardim Caramuru;(67) 3420-7800;5610044
Mato Grosso do Sul;Fátima do Sul;Hospital da SIAS;Rua Padre José Pascoal Busato, 1170 - O Pioneiro;(67) 3467-1161;2558610
Mato Grosso do Sul;Guia Lopes da Laguna;Hospital Edelmira Nunes Oliveira;Rua 7 de Setembro, 860 - São Miguel;(67) 3269-2132;3249336
Mato Grosso do Sul;Iguatemi;Pronto Atendimento Municipal;Rua Gelson Andrade Moreira, 1003 - Centro;(67) 3471-1123;2482606
Mato Grosso do Sul;Inocência;Hospital e Maternidade de Inocência;Avenida Alexandre Batista Garcia, 627 - Centro;(67) 3574-1396;2536781
Mato Grosso do Sul;Itaporã;Hospital Municipal Lourival Nascimento Silva;Rua José Teixeira Silva, 1115 - Centro;(67) 3451-1240;2651505
Mato Grosso do Sul;Itaquiraí;Hospital São Francisco de Itaquiraí;Rua Senador Antônio Vilela, 550 - Centro;(67) 3476-1152;2536838
Mato Grosso do Sul;Ivinhema;Hospital Municipal de Ivinhema;Avenida Reinaldo Massi, 2432 - Guiray;(67) 3442-2745;2371197
Mato Grosso do Sul;Jateí;Hospital Santa Catarina;Rua Olímpio Jorge Leite, 518 - Centro;(67) 3465-1132;2558408
Mato Grosso do Sul;Juti;Hospital Municipal Santa Luzia;Avenida Sérgio Maciel, 550 - Centro;(67) 3463-1492;2374366
Mato Grosso do Sul;Laguna Carapã;Unidade de Saúde da Família Urbana;Rua João Lourenço Lima, 853 - Centro;(67) 3438-1329;2482541
Mato Grosso do Sul;Miranda;Hospital Municipal Renato Albuquerque Filho;Avenida Nicola Candia, 922 - Jardim Mondego;(67) 3242-2166;3569543
Mato Grosso do Sul;Mundo Novo;Unidade Básica de Saúde Dr. Valdir Pazzoti;Avenida Campo Grande, 1200 - Centro;(67) 3474-1545;2374323
Mato Grosso do Sul;Naviraí;Hospital Municipal de Naviraí;Rua Pelotas, 133 - Centro;(67) 3924-4040;2710498
Mato Grosso do Sul;Nioaque;Unidade Mista Aroldo Lima Couto;Rua Coronel Camisão, s/n - Jardim Ouro Verde;(67) 3236-2667;2676869
Mato Grosso do Sul;Nova Alvorada do Sul;Hospital Municipal Francisca Ortega;Avenida Irineu de Souza Araújo, 641 - Jardim Eldorado;(67) 3456-1804;2558262
Mato Grosso do Sul;Nova Andradina;Fundação Serviços de Saúde de Nova Andradina FUNSAU;Avenida Durval Rodrigues Lopes, 400 - Ipê Branco;(67) 3441-5050;2371243
Mato Grosso do Sul;Paranaíba;Santa Casa de Misericórdia de Paranaíba;Rua João Ponce de Arruda, 2383 - Centro;(67) 3668-1256;2375850
Mato Grosso do Sul;Pedro Gomes;Hospital Municipal de Pedro Gomes;Rua Nicanor Fernandes Moura, 128 - Centro;(67) 3230-1301;2376946
Mato Grosso do Sul;Ponta Porã;Hospital Regional Dr. José de Simone Netto;Rua Baltazar Saldanha, 1501 - Centro;(67) 3926-6779;2651610
Mato Grosso do Sul;Porto Murtinho;Hospital Municipal Oscar Ramires Pereira;Rua Joaquim Murtinho, 436 - Centro;(67) 3287-1002;2710447
Mato Grosso do Sul;Ribas do Rio Pardo;Hospital 19 de Março;Rua Júlio Viana, 270 - Santos Dumont;(67) 3238-1259;2536935
Mato Grosso do Sul;Rio Brilhante;Hospital e Maternidade de Rio Brilhante;Avenida Lourival Barbosa, 1396 - Centro;(67) 3452-7378;4068823
Mato Grosso do Sul;Rio Negro;Hospital e Maternidade Idimaque Paes Ferreira;Rua Boa Vista, 125 - Bairro Alto;(67) 3278-1819;2710455
Mato Grosso do Sul;Rio Verde;Hospital Geral Paulino Alves da Cunha;Rua Semíramis Duailibi, 170 - Tupinambás;(67) 3292-1308;2374439
Mato Grosso do Sul;São Gabriel d'Oeste;Hospital Municipal José Valdir Antunes de Oliveira;Rua João Evangelista Rosa, 1156 - Centro;(67) 3295-3206;2659603
Mato Grosso do Sul;Selvíria;Hospital Municipal Santa Rita de Cássia;Rua Rui Barbosa, s/n - Centro;(67) 3579-1340;2612135
Mato Grosso do Sul;Sidrolândia;Hospital Municipal de Sete Quedas / Sociedade Beneficente;Rua Distrito Federal, 490 - Centro;(67) 3272-1424;2370816
Mato Grosso do Sul;Sonora;Hospital Rachid Saldanha Derzi;Rua 3 de Junho, 78 - Centro;(67) 3254-2606;2361027
Mato Grosso do Sul;Tacuru;Hospital Municipal São Sebastião;Avenida José de La Paz Ortiz, 529 - Centro;(67) 3478-1591;2376873
Mato Grosso do Sul;Taquarussu;Unidade Mista Sagrado Coração Jesus;Rua Prof. Nahir Nogueira, 567 - Centro;(67) 3444-1313;2376547
Mato Grosso do Sul;Três Lagoas;Hospital Nossa Senhora Auxiliadora;Avenida Rosário Congro, 1533 - Colinos;(67) 2105-3500;2756951
Mato Grosso;Água Boa;Hospital Regional de Saúde;R. Dezesseis, 150 - Centro;(66) 3468-1246;2473046
Mato Grosso;Alta Floresta;Hospital Regional de Saúde Albert Sabin;Av. Arosto da Riva, 1933;(66) 3521-0400;2471345
Mato Grosso;Alto Araguaia;Hospital Municipal de Alto Araguaia;Rua Severino Botelho de Melo - Centro;(66) 3481-2715;2396998
Mato Grosso;Alto Boa Vista;Unidade de Saúde da Família Alto da Boa Vista;Avenida Sebastiana Pereira Passarinho, s/n - Setor Vila Real;(66) 98441-1651;2654679
Mato Grosso;Alto Garças;Unidade de Pronto Atendimento;Avenida Coronel Cajango, n.º 1399 - Centro;(66) 3471-2071;2396335
